,solver,instance,vertices,edges,propagating_vertices,omega,variables,constraints,run,lower_bound,upper_bound,gap,result,nodes,t_solver,callbacks,t_callback,lazy_constraints
13,efpss-inp-outp,../inputs/case39.graphml,39,46,10,0,163,113,2,29.0,29,0.0,Optimal,1,1132,3,70,2
14,efpss-inp-outp,../inputs/case96rts.graphml,73,108,9,3,200,130,1,20.0,20,0.0,Optimal,1,24509,7,98,0
15,efpss-inp,../inputs/case_GB2224.graphml,2224,2804,1367,14,6282,4246,4,322.0,322,0.0,Optimal,1586,2598901,58,42081,1953
16,efpss-outp-init,../inputs/case89pegase.graphml,89,206,43,15,209,351,3,13.0,13,0.0,Optimal,1,3330,2,58,0
17,efpss-inp,../inputs/case_Western.graphml,10024,12241,4106,1,44801,25449,1,3588.0,3589,0.00027862887431964197,Timeout,154761,901062993,144,801384,17345
18,efpss-inp,../inputs/case6495rte.graphml,6495,8084,2344,1,27945,15268,2,2969.0,2969,0.0,Optimal,7482,38289475,86,316417,6984
19,efpss-inp-outp,../inputs/case2869pegase.graphml,2869,3968,869,7,6285,5420,2,616.0,616,0.0,Optimal,1,501646,15,7782,61
20,efpss-inp-outp,../inputs/case1888rte.graphml,1888,2308,681,10,4166,3864,2,375.0,375,0.0,Optimal,1,191372,14,4932,24
21,efpss-inp-outp,../inputs/case9241pegase.graphml,9241,14207,2902,31,17450,16987,3,2010.0,2010,0.0,Optimal,1295,4793392,15,21239,131
22,efpss-inp-outp,../inputs/case1951rte.graphml,1951,2375,651,15,4102,3915,3,393.0,393,0.0,Optimal,1,84002,11,3345,12
23,efpss-inp-outp,../inputs/case57.graphml,57,78,15,2,188,128,4,14.0,14,0.0,Optimal,1,2563,2,35,0
24,efpss-inp-outp,../inputs/case3375wp.graphml,3374,4068,889,1,13497,8770,3,1454.0,1454,0.0,Optimal,1752,3362832,25,28903,143
25,efpss-inp,../inputs/case2746wop.graphml,2746,3300,709,6,5071,4215,4,678.0,678,0.0,Optimal,1894,1767300,40,25815,928
26,efpss-outp-init,../inputs/case9241pegase.graphml,9241,14207,2902,23,18108,23233,1,2010.0,2010,0.0,Optimal,1,1493487,16,24029,11
27,efpss-outp-init,../inputs/case6470rte.graphml,6470,8066,2352,0,29983,29358,3,4235.0,4235,0.0,Optimal,2198,4707765,29,88601,166
28,efpss-outp,../inputs/case6ww.graphml,6,11,1,2,31,13,0,2.0,2,0.0,Optimal,1,2541,1,4,0
29,efpss-inp,../inputs/case6ww.graphml,6,11,1,2,31,15,4,2.0,2,0.0,Optimal,1,765,1,2,0
30,efpss-outp,../inputs/case2737sop.graphml,2737,3266,655,1,10700,5644,4,1204.0,1204,0.0,Optimal,2565,2628609,16,14529,82
31,efpss-inp-outp,../inputs/case2869pegase.graphml,2869,3968,869,10,5661,5350,3,612.0,612,0.0,Optimal,1,215184,11,5509,28
32,efpss-outp-init,../inputs/case9241pegase.graphml,9241,14207,2902,22,18177,23236,2,2010.0,2010,0.0,Optimal,1,1503414,14,22343,11
33,efpss-outp-init,../inputs/case2746wop.graphml,2746,3300,709,1,10908,8688,1,1187.0,1187,0.0,Optimal,1,300589,13,9894,2
34,efpss-inp-outp,../inputs/case3375wp.graphml,3374,4068,889,1,13497,8770,2,1454.0,1454,0.0,Optimal,1618,3494056,36,41751,153
35,efpss-inp-outp,../inputs/case9241pegase.graphml,9241,14207,2902,0,45305,26212,2,6600.0,6600,0.0,Optimal,1515,5777011,35,138126,731
36,efpss-outp,../inputs/case6468rte.graphml,6468,8065,2384,6,16476,9158,0,1313.0,1313,0.0,Optimal,1944,5880127,31,43874,149
37,efpss-outp,../inputs/case57.graphml,57,78,15,1,252,128,0,22.0,22,0.0,Optimal,1,3425,5,128,1
38,efpss-outp-init,../inputs/case2868rte.graphml,2868,3471,983,1,11955,12248,2,1330.0,1330,0.0,Optimal,1,285615,8,7180,1
39,efpss-inp-outp,../inputs/case_ieee30.graphml,30,41,7,2,104,66,2,8.0,8,0.0,Optimal,1,1783,4,37,0
40,efpss-outp,../inputs/case2736sp.graphml,2736,3265,645,9,4640,3381,2,682.0,682,0.0,Optimal,1,109504,6,2874,27
41,efpss-inp,../inputs/case_GB2224.graphml,2224,2804,1367,12,6309,4248,1,322.0,322,0.0,Optimal,1574,2602236,45,37129,1877
42,efpss-outp-init,../inputs/case1951rte.graphml,1951,2375,651,7,4691,6834,0,401.0,401,0.0,Optimal,1,208224,9,3615,3
43,efpss-inp-outp,../inputs/case_GBreduced29.graphml,29,50,0,6,29,29,4,7.0,7,0.0,Optimal,1,645,2,12,0
44,efpss-inp-outp,../inputs/case9241pegase.graphml,9241,14207,2902,7,22185,17398,4,2014.0,2014,0.0,Optimal,1761,9178735,28,53541,215
45,efpss-inp,../inputs/case_Texas.graphml,2000,2667,376,15,3705,3051,2,411.0,411,0.0,Optimal,2387,5094625,42,21381,894
46,efpss-inp,../inputs/case2746wop.graphml,2746,3300,709,4,5912,4373,4,683.0,683,0.0,Optimal,1863,3125006,46,38347,1128
47,efpss-inp,../inputs/case14.graphml,14,20,2,4,24,20,4,3.0,3,0.0,Optimal,1,643,2,10,0
48,efpss-outp-init,../inputs/case39.graphml,39,46,10,1,154,119,3,16.0,16,0.0,Optimal,1,1467,2,26,0
49,efpss-inp,../inputs/case_iceland118.graphml,189,203,110,5,531,355,2,40.0,40,0.0,Optimal,105,41207,20,1412,116
50,efpss-inp,../inputs/case2737sop.graphml,2737,3266,655,3,6519,4489,3,705.0,705,0.0,Optimal,1703,7103208,56,50124,1394
51,efpss-inp-outp,../inputs/case3375wp.graphml,3374,4068,889,4,7548,6316,4,829.0,829,0.0,Optimal,1858,6545276,30,25535,88
52,efpss-outp-init,../inputs/case89pegase.graphml,89,206,43,14,239,353,4,13.0,13,0.0,Optimal,1,3761,2,63,0
53,efpss-inp-outp,../inputs/case2737sop.graphml,2737,3266,655,2,7860,5591,4,779.0,779,0.0,Optimal,2913,14155217,44,31504,108
54,efpss-inp,../inputs/case1354pegase.graphml,1354,1710,422,9,2677,2146,2,311.0,311,0.0,Optimal,1,149529,13,4954,335
55,efpss-inp-outp,../inputs/case2869pegase.graphml,2869,3968,869,0,13333,8198,1,2063.0,2063,0.0,Optimal,77,369114,22,21212,177
56,efpss-inp-outp,../inputs/case_illinois200.graphml,200,245,44,8,405,377,4,39.0,39,0.0,Optimal,1,4319,2,121,0
57,efpss-outp,../inputs/case9241pegase.graphml,9241,14207,2902,13,18961,12232,3,2010.0,2010,0.0,Optimal,2355,7408696,22,34181,156
58,efpss-inp-outp,../inputs/case2868rte.graphml,2868,3471,983,7,6942,5943,2,600.0,600,0.0,Optimal,1,523149,13,7807,33
59,efpss-inp,../inputs/case4gs.graphml,4,4,0,2,4,4,2,2.0,2,0.0,Optimal,1,316,1,0,0
60,efpss-inp-outp,../inputs/case89pegase.graphml,89,206,43,0,621,293,4,47.0,47,0.0,Optimal,1,2902,4,166,3
61,efpss-inp-outp,../inputs/case6495rte.graphml,6495,8084,2344,12,14008,13249,4,1314.0,1314,0.0,Optimal,1,526776,15,19337,55
62,efpss-outp,../inputs/case14.graphml,14,20,2,1,58,29,4,6.0,6,0.0,Optimal,1,709,2,10,0
63,efpss-inp,../inputs/case1951rte.graphml,1951,2375,651,8,4483,3301,1,397.0,397,0.0,Optimal,2295,1168311,48,21079,866
64,efpss-inp,../inputs/case_south_carolina500.graphml,500,584,211,3,1804,1081,0,98.0,98,0.0,Optimal,1538,1160818,65,17841,981
65,efpss-inp,../inputs/case2746wop.graphml,2746,3300,709,0,11387,6923,3,2041.0,2041,0.0,Optimal,3610,2004965,50,67717,2755
66,efpss-inp-outp,../inputs/case24_ieee_rts.graphml,24,34,4,3,59,43,4,6.0,6,0.0,Optimal,1,1228,3,17,0
67,efpss-inp-outp,../inputs/case2746wop.graphml,2746,3300,709,8,4832,4891,4,677.0,677,0.0,Optimal,1,214620,15,6532,36
68,efpss-inp-outp,../inputs/case118.graphml,118,179,11,9,158,162,1,29.0,29,0.0,Optimal,1,2514,3,68,1
69,efpss-outp-init,../inputs/case1888rte.graphml,1888,2308,681,8,4412,6659,1,375.0,375,0.0,Optimal,1,179222,9,2746,0
70,efpss-outp,../inputs/case30.graphml,30,41,7,1,130,64,2,13.0,13,0.0,Optimal,1,1557,3,53,1
71,efpss-inp,../inputs/case145.graphml,145,422,71,10,805,283,0,18.0,18,0.0,Optimal,183,92280,19,1788,124
72,efpss-outp-init,../inputs/case1951rte.graphml,1951,2375,651,13,4131,6773,2,393.0,393,0.0,Optimal,1,78442,6,2364,1
73,efpss-inp-outp,../inputs/case1354pegase.graphml,1354,1710,422,9,2677,2568,2,311.0,311,0.0,Optimal,1,55817,5,1195,16
74,efpss-inp,../inputs/case_GB2224.graphml,2224,2804,1367,8,6660,4284,0,323.0,323,0.0,Optimal,1615,3660649,62,50979,2159
75,efpss-inp,../inputs/case6515rte.graphml,6515,8104,2344,9,14680,11000,0,1316.0,1316,0.0,Optimal,1838,5569849,87,99658,2527
76,efpss-outp-init,../inputs/case9241pegase.graphml,9241,14207,2902,37,16971,23194,3,2010.0,2010,0.0,Optimal,1,1298508,14,21772,6
77,efpss-inp,../inputs/case1951rte.graphml,1951,2375,651,4,5710,3502,0,441.0,441,0.0,Optimal,1566,2756868,60,40542,1309
78,efpss-inp,../inputs/case_ieee30.graphml,30,41,7,3,89,54,4,7.0,7,0.0,Optimal,1,11335,6,165,14
79,efpss-inp-outp,../inputs/case1888rte.graphml,1888,2308,681,11,4122,3860,3,375.0,375,0.0,Optimal,1,116835,10,4103,22
80,efpss-outp,../inputs/case9241pegase.graphml,9241,14207,2902,27,17683,12167,1,2010.0,2010,0.0,Optimal,1618,5697615,14,23225,136
81,efpss-outp,../inputs/case3375wp.graphml,3374,4068,889,2,10227,5338,0,947.0,948,0.0010548523206751054,Timeout,571030,900151295,49,43957,151
82,efpss-inp,../inputs/case1951rte.graphml,1951,2375,651,1,8085,4448,0,926.0,926,0.0,Optimal,4315,4642851,72,59258,1958
83,efpss-inp-outp,../inputs/case2737sop.graphml,2737,3266,655,7,4770,4773,3,683.0,683,0.0,Optimal,1,224972,9,4910,34
84,efpss-inp-outp,../inputs/case11_iwamoto.graphml,11,11,6,1,44,35,0,4.0,4,0.0,Optimal,1,2607,2,50,1
85,efpss-inp,../inputs/case6495rte.graphml,6495,8084,2344,5,17545,11379,3,1364.0,1364,0.0,Optimal,2278,11323999,66,158793,3770
86,efpss-inp-outp,../inputs/case5.graphml,5,6,0,2,11,7,0,2.0,2,0.0,Optimal,1,1743,1,2,0
87,efpss-inp,../inputs/case9241pegase.graphml,9241,14207,2902,32,17354,14082,4,2010.0,2010,0.0,Optimal,1585,5342999,25,64230,1822
88,efpss-outp,../inputs/case57.graphml,57,78,15,6,97,72,1,12.0,12,0.0,Optimal,1,2555,6,66,1
89,efpss-inp,../inputs/case6470rte.graphml,6470,8066,2352,12,13945,10843,0,1303.0,1303,0.0,Optimal,2129,4637964,27,47208,2214
90,efpss-outp,../inputs/case2746wp.graphml,2746,3274,704,2,7969,4282,1,775.0,775,0.0,Optimal,1805,10599094,31,23465,100
91,efpss-outp-init,../inputs/case2746wp.graphml,2746,3274,704,3,6631,6739,1,706.0,706,0.0,Optimal,2044,4352076,14,7226,0
92,efpss-outp,../inputs/case2869pegase.graphml,2869,3968,869,0,13333,6607,0,2063.0,2063,0.0,Optimal,315,389092,20,18689,186
93,efpss-outp,../inputs/case145.graphml,145,422,71,17,564,222,3,18.0,18,0.0,Optimal,1,54065,11,570,21
94,efpss-outp-init,../inputs/case9241pegase.graphml,9241,14207,2902,6,23606,23822,3,2019.0,2019,0.0,Optimal,1825,12265677,21,36135,11
95,efpss-outp-init,../inputs/case2848rte.graphml,2848,3442,1023,14,6099,10302,0,585.0,585,0.0,Optimal,1,137665,8,4714,2
96,efpss-outp,../inputs/case2746wp.graphml,2746,3274,704,2,7969,4282,0,775.0,775,0.0,Optimal,1805,10610123,31,21670,100
97,efpss-inp-outp,../inputs/case2746wop.graphml,2746,3300,709,3,6696,5278,2,698.0,698,0.0,Optimal,1784,3561150,21,15056,92
98,efpss-outp-init,../inputs/case1951rte.graphml,1951,2375,651,9,4312,6789,1,396.0,396,0.0,Optimal,1,101554,8,3139,3
99,efpss-outp-init,../inputs/case1888rte.graphml,1888,2308,681,4,5571,6851,3,416.0,416,0.0,Optimal,2290,2769813,17,7074,3
100,efpss-outp-init,../inputs/case2868rte.graphml,2868,3471,983,5,7788,10699,1,620.0,620,0.0,Optimal,2614,3664712,10,6054,1
101,efpss-outp-init,../inputs/case_Texas.graphml,2000,2667,376,7,4133,6816,3,432.0,432,0.0,Optimal,2914,8190094,11,4267,3
102,efpss-inp-outp,../inputs/case2848rte.graphml,2848,3442,1023,2,10255,6785,2,862.0,862,0.0,Optimal,1955,5461390,19,17383,119
103,efpss-outp-init,../inputs/case118.graphml,118,179,11,8,167,199,0,29.0,29,0.0,Optimal,1,5383,4,69,0
104,efpss-outp,../inputs/case1951rte.graphml,1951,2375,651,3,6134,2946,2,499.0,499,0.0,Optimal,2197,2067302,17,10404,47
105,efpss-inp,../inputs/case2848rte.graphml,2848,3442,1023,14,6099,4828,0,585.0,585,0.0,Optimal,5568,3906589,22,17795,1122
106,efpss-inp,../inputs/case145.graphml,145,422,71,19,471,260,4,18.0,18,0.0,Optimal,1,30742,19,1235,89
107,efpss-inp-outp,../inputs/case9241pegase.graphml,9241,14207,2902,10,19987,17147,0,2010.0,2010,0.0,Optimal,2782,9306781,20,32726,156
108,efpss-outp,../inputs/case89pegase.graphml,89,206,43,3,509,166,0,17.0,17,0.0,Optimal,1,26688,8,362,5
109,efpss-outp-init,../inputs/case2868rte.graphml,2868,3471,983,2,10245,11393,2,882.0,882,0.0,Optimal,2059,4389971,17,12373,2
110,efpss-outp-init,../inputs/case2848rte.graphml,2848,3442,1023,3,8878,10777,4,701.0,701,0.0,Optimal,2051,4390570,19,13148,1
111,efpss-outp-init,../inputs/case3012wp.graphml,3012,3566,726,8,5138,6818,1,755.0,755,0.0,Optimal,1,137905,11,4862,3
112,efpss-outp-init,../inputs/case3120sp.graphml,3120,3684,798,3,7307,7598,2,794.0,794,0.0,Optimal,1963,5664674,20,11559,6
113,efpss-outp-init,../inputs/case14.graphml,14,20,2,5,19,20,0,3.0,3,0.0,Optimal,1,2842,2,16,0
114,efpss-outp-init,../inputs/case14.graphml,14,20,2,4,24,21,3,3.0,3,0.0,Optimal,1,836,2,12,0
115,efpss-inp-outp,../inputs/case_GB2224.graphml,2224,2804,1367,5,7530,5780,1,338.0,338,0.0,Optimal,1765,2984349,25,16900,226
116,efpss-inp-outp,../inputs/case300.graphml,300,409,66,2,1103,659,0,94.0,94,0.0,Optimal,223,170172,15,1084,10
117,efpss-inp-outp,../inputs/case3375wp.graphml,3374,4068,889,10,6058,6063,0,816.0,816,0.0,Optimal,13,466484,14,6975,59
118,efpss-inp,../inputs/case300.graphml,300,409,66,6,577,447,1,74.0,74,0.0,Optimal,1,26704,14,899,53
119,efpss-inp,../inputs/case9241pegase.graphml,9241,14207,2902,9,20657,14312,4,2010.0,2010,0.0,Optimal,1598,11640312,53,116460,2258
120,efpss-inp-outp,../inputs/case4gs.graphml,4,4,0,2,4,4,0,2.0,2,0.0,Optimal,1,1698,1,1,0
121,efpss-inp-outp,../inputs/case6495rte.graphml,6495,8084,2344,6,16507,13550,4,1335.0,1335,0.0,Optimal,1863,6217494,22,37051,103
122,efpss-inp,../inputs/case2869pegase.graphml,2869,3968,869,13,5469,4465,4,612.0,612,0.0,Optimal,4122,2573475,21,14457,641
123,efpss-inp-outp,../inputs/case24_ieee_rts.graphml,24,34,4,4,47,40,1,6.0,6,0.0,Optimal,1,1336,3,21,0
124,efpss-outp-init,../inputs/case9241pegase.graphml,9241,14207,2902,17,18634,23259,1,2010.0,2010,0.0,Optimal,3268,11456357,15,21715,8
125,efpss-outp-init,../inputs/case_Texas.graphml,2000,2667,376,14,3705,6773,2,411.0,411,0.0,Optimal,44,1331678,8,2477,0
126,efpss-outp-init,../inputs/case2746wop.graphml,2746,3300,709,9,4787,6421,1,677.0,677,0.0,Optimal,1,136242,8,2748,0
127,efpss-outp,../inputs/case30.graphml,30,41,7,3,85,44,1,7.0,7,0.0,Optimal,1,1329,3,47,2
128,efpss-outp-init,../inputs/case2869pegase.graphml,2869,3968,869,10,5661,8031,1,612.0,612,0.0,Optimal,1,205485,12,4953,2
129,efpss-outp,../inputs/case1888rte.graphml,1888,2308,681,5,5191,2723,3,393.0,393,0.0,Optimal,440,685193,15,7539,61
130,efpss-outp-init,../inputs/case39.graphml,39,46,10,0,163,128,1,29.0,29,0.0,Optimal,1,1285,3,72,2
131,efpss-inp-outp,../inputs/case2868rte.graphml,2868,3471,983,5,7788,6074,4,620.0,620,0.0,Optimal,7404,6784295,19,13980,55
132,efpss-outp,../inputs/case2746wop.graphml,2746,3300,709,9,4787,3455,0,677.0,677,0.0,Optimal,1,144525,8,3772,37
133,efpss-outp,../inputs/case96rts.graphml,73,108,9,4,132,88,0,19.0,19,0.0,Optimal,1,8446,4,57,0
134,efpss-outp-init,../inputs/case2848rte.graphml,2848,3442,1023,6,7319,10449,0,593.0,593,0.0,Optimal,1,678010,8,4599,1
135,efpss-inp,../inputs/case9241pegase.graphml,9241,14207,2902,28,17627,14091,1,2010.0,2010,0.0,Optimal,1547,5835332,36,66066,1877
136,efpss-inp-outp,../inputs/case2736sp.graphml,2736,3265,645,7,4757,4756,0,682.0,682,0.0,Optimal,1,290480,13,5735,34
137,efpss-inp,../inputs/case9241pegase.graphml,9241,14207,2902,2,35975,17869,2,2695.0,2701,0.0022213994816734544,Timeout,186853,900915244,123,445715,5594
138,efpss-inp,../inputs/case39.graphml,39,46,10,3,88,68,4,9.0,9,0.0,Optimal,1,6920,11,245,18
139,efpss-inp-outp,../inputs/case9241pegase.graphml,9241,14207,2902,15,18715,17043,3,2010.0,2010,0.0,Optimal,1539,5966627,25,39974,143
140,efpss-outp-init,../inputs/case_iceland118.graphml,189,203,110,2,697,798,0,52.0,52,0.0,Optimal,1,17021,5,250,0
141,efpss-inp,../inputs/case3375wp.graphml,3374,4068,889,2,10227,6246,3,947.0,948,0.0010548523206751054,Timeout,457936,900170078,82,109406,2388
142,efpss-outp,../inputs/case24_ieee_rts.graphml,24,34,4,3,59,33,3,6.0,6,0.0,Optimal,1,1293,3,18,0
143,efpss-outp-init,../inputs/case145.graphml,145,422,71,4,1118,1216,2,23.0,23,0.0,Optimal,2891,634329,18,1518,13
144,efpss-outp-init,../inputs/case96rts.graphml,73,108,9,1,316,186,3,33.0,33,0.0,Optimal,1,3417,3,58,0
145,efpss-outp-init,../inputs/case2848rte.graphml,2848,3442,1023,9,6360,10325,2,585.0,585,0.0,Optimal,1,166147,5,2665,0
146,efpss-outp,../inputs/case145.graphml,145,422,71,14,629,226,0,18.0,18,0.0,Optimal,3,67075,11,648,28
147,efpss-outp-init,../inputs/case3012wp.graphml,3012,3566,726,4,6235,7013,3,762.0,762,0.0,Optimal,3337,3627175,14,8030,4
148,efpss-outp,../inputs/case2736sp.graphml,2736,3265,645,8,4685,3386,3,682.0,682,0.0,Optimal,1,301295,13,5959,36
149,efpss-inp,../inputs/case39.graphml,39,46,10,1,154,94,0,16.0,16,0.0,Optimal,395,21246,14,376,23
150,efpss-inp,../inputs/case_south_carolina500.graphml,500,584,211,14,1337,996,2,75.0,75,0.0,Optimal,1,63701,15,4128,485
151,efpss-inp-outp,../inputs/case1951rte.graphml,1951,2375,651,9,4312,3933,2,396.0,396,0.0,Optimal,1,96913,10,3527,13
152,efpss-outp-init,../inputs/case3120sp.graphml,3120,3684,798,0,12750,10328,4,2328.0,2328,0.0,Optimal,1,203894,5,3692,3
153,efpss-outp-init,../inputs/case6515rte.graphml,6515,8104,2344,6,16553,23480,0,1338.0,1338,0.0,Optimal,1709,6934350,14,20345,15
154,efpss-inp-outp,../inputs/case_Texas.graphml,2000,2667,376,12,3771,3432,1,411.0,411,0.0,Optimal,3812,4036267,15,5241,12
155,efpss-outp,../inputs/case33bw.graphml,33,32,1,0,98,67,0,32.0,32,0.0,Optimal,1,1931,2,17,0
156,efpss-outp,../inputs/case_Texas.graphml,2000,2667,376,15,3705,2377,0,411.0,411,0.0,Optimal,348,1143623,17,5539,13
157,efpss-outp-init,../inputs/case30.graphml,30,41,7,4,69,74,0,6.0,6,0.0,Optimal,1,2800,3,24,0
158,efpss-inp,../inputs/case_GB2224.graphml,2224,2804,1367,13,6296,4247,4,322.0,322,0.0,Optimal,1595,3153603,46,37593,1889
159,efpss-inp,../inputs/case14.graphml,14,20,2,3,40,24,0,3.0,3,0.0,Optimal,1,2733,4,42,1
160,efpss-outp,../inputs/case33bw.graphml,33,32,1,2,43,37,1,11.0,11,0.0,Optimal,1,648,2,10,0
161,efpss-inp-outp,../inputs/case1354pegase.graphml,1354,1710,422,4,3689,2735,4,340.0,340,0.0,Optimal,97,399193,16,4901,31
162,efpss-inp-outp,../inputs/case11_iwamoto.graphml,11,11,6,2,36,31,0,2.0,2,0.0,Optimal,1,2616,3,18,0
163,efpss-inp-outp,../inputs/case_south_carolina500.graphml,500,584,211,3,1804,1292,1,98.0,98,0.0,Optimal,3155,868191,12,2270,6
164,efpss-inp-outp,../inputs/case2746wp.graphml,2746,3274,704,3,6631,5254,3,706.0,706,0.0,Optimal,1966,4391687,25,16973,86
165,efpss-inp,../inputs/case118.graphml,118,179,11,3,340,187,0,31.0,31,0.0,Optimal,1,38581,10,437,16
166,efpss-outp,../inputs/case6468rte.graphml,6468,8065,2384,7,15650,9040,3,1300.0,1300,0.0,Optimal,1964,4946587,18,28821,124
167,efpss-inp,../inputs/case300.graphml,300,409,66,3,851,509,2,81.0,81,0.0,Optimal,1383,186018,23,2281,119
168,efpss-inp,../inputs/case6515rte.graphml,6515,8104,2344,4,18880,11674,3,1432.0,1432,0.0,Optimal,4180,24928719,81,224743,4427
169,efpss-outp,../inputs/case9241pegase.graphml,9241,14207,2902,19,18505,12203,1,2010.0,2010,0.0,Optimal,2609,7923417,17,28805,135
170,efpss-inp-outp,../inputs/case2868rte.graphml,2868,3471,983,2,10245,6768,0,882.0,882,0.0,Optimal,2030,4638937,27,23226,82
171,efpss-outp-init,../inputs/case2869pegase.graphml,2869,3968,869,12,5534,8020,3,612.0,612,0.0,Optimal,1,166062,9,3154,0
172,efpss-inp,../inputs/case9241pegase.graphml,9241,14207,2902,0,45305,23310,2,6600.0,6600,0.0,Optimal,11095,30093531,94,494146,10027
173,efpss-inp,../inputs/case89pegase.graphml,89,206,43,13,281,166,4,13.0,13,0.0,Optimal,1,10244,9,478,47
174,efpss-outp,../inputs/case3012wp.graphml,3012,3566,726,9,5102,3739,3,755.0,755,0.0,Optimal,3,196007,9,4671,44
175,efpss-outp-init,../inputs/case1354pegase.graphml,1354,1710,422,13,2495,3777,2,311.0,311,0.0,Optimal,1,38788,2,507,0
176,efpss-inp,../inputs/case145.graphml,145,422,71,10,805,283,4,18.0,18,0.0,Optimal,367,97994,21,2235,121
177,efpss-inp-outp,../inputs/case_GBreduced29.graphml,29,50,0,5,35,30,4,7.0,7,0.0,Optimal,1,801,2,23,0
178,efpss-outp-init,../inputs/case9241pegase.graphml,9241,14207,2902,21,18221,23238,0,2010.0,2010,0.0,Optimal,2011,7845374,17,23575,11
179,efpss-outp,../inputs/case3012wp.graphml,3012,3566,726,2,8606,4666,3,863.0,863,0.0,Optimal,2556,15272953,42,33947,112
180,efpss-outp,../inputs/case2746wop.graphml,2746,3300,709,9,4787,3455,1,677.0,677,0.0,Optimal,1,138928,8,3650,37
181,efpss-inp-outp,../inputs/case2868rte.graphml,2868,3471,983,13,6156,5856,0,598.0,598,0.0,Optimal,1,161516,12,5560,23
182,efpss-inp,../inputs/case2868rte.graphml,2868,3471,983,5,7788,5091,4,620.0,620,0.0,Optimal,1537,3236216,72,74529,1864
183,efpss-inp,../inputs/case6470rte.graphml,6470,8066,2352,14,13866,10837,3,1303.0,1303,0.0,Optimal,2264,4374869,17,37458,2123
184,efpss-outp-init,../inputs/case3120sp.graphml,3120,3684,798,5,6030,7306,1,770.0,770,0.0,Optimal,3221,4459754,17,9862,10
185,efpss-inp-outp,../inputs/case300.graphml,300,409,66,8,526,506,0,72.0,72,0.0,Optimal,1,11647,5,356,1
186,efpss-outp,../inputs/case_iceland118.graphml,189,203,110,8,463,299,4,39.0,39,0.0,Optimal,1,3868,2,85,0
187,efpss-inp-outp,../inputs/case30.graphml,30,41,7,5,64,52,4,6.0,6,0.0,Optimal,1,1214,3,27,0
188,efpss-inp,../inputs/case_illinois200.graphml,200,245,44,5,464,342,2,45.0,45,0.0,Optimal,7377,269181,36,2464,161
189,efpss-inp-outp,../inputs/case39.graphml,39,46,10,5,71,74,1,9.0,9,0.0,Optimal,1,1589,2,22,0
190,efpss-inp-outp,../inputs/case2868rte.graphml,2868,3471,983,6,7362,6003,1,607.0,607,0.0,Optimal,645,1106843,13,9220,37
191,efpss-inp-outp,../inputs/case6ww.graphml,6,11,1,2,31,16,4,2.0,2,0.0,Optimal,1,771,1,2,0
192,efpss-inp,../inputs/case1354pegase.graphml,1354,1710,422,10,2567,2135,3,311.0,311,0.0,Optimal,3,123992,15,4584,326
193,efpss-outp,../inputs/case3375wp.graphml,3374,4068,889,7,6286,4293,3,816.0,816,0.0,Optimal,1,538288,11,8863,53
194,efpss-inp,../inputs/case2869pegase.graphml,2869,3968,869,2,10723,5646,3,903.0,904,0.0011061946902654867,Timeout,821294,900635961,73,88493,2083
195,efpss-outp-init,../inputs/case89pegase.graphml,89,206,43,8,422,369,1,13.0,13,0.0,Optimal,1,8159,2,58,0
