,solver,instance,vertices,edges,propagating_vertices,omega,variables,constraints,run,lower_bound,upper_bound,gap,result,nodes,t_solver,callbacks,t_callback,lazy_constraints
43,efpss-outp-init-cuts1m100f,../inputs/case6468rte.graphml,6468,8065,2384,4,18773,23685,1,1408.0,1408,0.0,Optimal,1841,25765758,27,47487,10
44,efpss-inp-outp,../inputs/case96rts.graphml,73,108,9,3,200,130,1,20.0,20,0.0,Optimal,1,24509,7,98,0
45,efpss-outp-init-cuts5m100f,../inputs/case1951rte.graphml,1951,2375,651,6,5006,6879,0,406.0,406,0.0,Optimal,1,307971,15,5148,4
46,efpss-outp-init-cuts1m1000f,../inputs/case2383wp.graphml,2383,2886,552,3,5975,6113,2,623.0,623,0.0,Optimal,1888,6754626,20,10216,8
47,efpss-outp-init-cuts1m100f,../inputs/case2746wop.graphml,2746,3300,709,7,4896,6434,1,677.0,677,0.0,Optimal,1,158456,9,3034,0
48,efpss-outp-init-cuts1m1000f,../inputs/case3120sp.graphml,3120,3684,798,3,7307,7598,4,794.0,794,0.0,Optimal,1952,8529747,21,12426,9
49,efpss-outp-init-cuts1m100f,../inputs/case300.graphml,300,409,66,8,526,675,0,72.0,72,0.0,Optimal,1,11166,2,148,0
50,efpss-inp,../inputs/case_GB2224.graphml,2224,2804,1367,14,6282,4246,4,322.0,322,0.0,Optimal,1586,2598901,58,42081,1953
51,efpss-outp-init,../inputs/case89pegase.graphml,89,206,43,15,209,351,3,13.0,13,0.0,Optimal,1,3330,2,58,0
52,efpss-outp-init-cuts5m100f,../inputs/case2746wp.graphml,2746,3274,704,3,6631,6739,2,706.0,706,0.0,Optimal,2314,4175492,16,8720,3
53,efpss-outp-init-cuts1m1000f,../inputs/case89pegase.graphml,89,206,43,8,422,369,4,13.0,13,0.0,Optimal,1,7725,2,58,0
54,efpss-outp-init-cuts5m1000f,../inputs/case2383wp.graphml,2383,2886,552,6,4406,5771,4,594.0,594,0.0,Optimal,1,206883,7,2306,0
55,efpss-inp,../inputs/case_Western.graphml,10024,12241,4106,1,44801,25449,1,3588.0,3589,0.00027862887431964197,Timeout,154761,901062993,144,801384,17345
56,efpss-outp-init-cuts1m100f,../inputs/case2746wp.graphml,2746,3274,704,2,7969,7185,3,775.0,775,0.0,Optimal,1794,5480875,22,12886,4
57,efpss-inp,../inputs/case6495rte.graphml,6495,8084,2344,1,27945,15268,2,2969.0,2969,0.0,Optimal,7482,38289475,86,316417,6984
58,efpss-inp-outp,../inputs/case2869pegase.graphml,2869,3968,869,7,6285,5420,2,616.0,616,0.0,Optimal,1,501646,15,7782,61
59,efpss-outp-init-cuts5m1000f,../inputs/case_iceland118.graphml,189,203,110,5,531,749,2,40.0,40,0.0,Optimal,1,23867,4,151,0
60,efpss-inp-outp,../inputs/case1888rte.graphml,1888,2308,681,10,4166,3864,2,375.0,375,0.0,Optimal,1,191372,14,4932,24
61,efpss-inp-outp,../inputs/case9241pegase.graphml,9241,14207,2902,31,17450,16987,3,2010.0,2010,0.0,Optimal,1295,4793392,15,21239,131
62,efpss-inp-outp,../inputs/case1951rte.graphml,1951,2375,651,15,4102,3915,3,393.0,393,0.0,Optimal,1,84002,11,3345,12
63,efpss-inp-outp,../inputs/case57.graphml,57,78,15,2,188,128,4,14.0,14,0.0,Optimal,1,2563,2,35,0
64,efpss-inp-outp,../inputs/case3375wp.graphml,3374,4068,889,1,13497,8770,3,1454.0,1454,0.0,Optimal,1752,3362832,25,28903,143
65,efpss-inp,../inputs/case2746wop.graphml,2746,3300,709,6,5071,4215,4,678.0,678,0.0,Optimal,1894,1767300,40,25815,928
66,efpss-outp-init-cuts1m100f,../inputs/case3120sp.graphml,3120,3684,798,8,5445,7215,3,768.0,768,0.0,Optimal,1,361611,11,4453,4
67,efpss-outp-init-cuts1m100f,../inputs/case2746wop.graphml,2746,3300,709,4,5912,6617,4,683.0,683,0.0,Optimal,6528,6327999,15,6851,0
68,efpss-outp-init,../inputs/case9241pegase.graphml,9241,14207,2902,23,18108,23233,1,2010.0,2010,0.0,Optimal,1,1493487,16,24029,11
69,efpss-outp-init,../inputs/case6470rte.graphml,6470,8066,2352,0,29983,29358,3,4235.0,4235,0.0,Optimal,2198,4707765,29,88601,166
70,efpss-outp,../inputs/case6ww.graphml,6,11,1,2,31,13,0,2.0,2,0.0,Optimal,1,2541,1,4,0
71,efpss-inp-outp-init,../inputs/case1951rte.graphml,1951,2375,651,1,8085,9268,1,926.0,926,0.0,Optimal,1,173459,6,3083,0
72,efpss-inp,../inputs/case6ww.graphml,6,11,1,2,31,15,4,2.0,2,0.0,Optimal,1,765,1,2,0
73,efpss-outp,../inputs/case2737sop.graphml,2737,3266,655,1,10700,5644,4,1204.0,1204,0.0,Optimal,2565,2628609,16,14529,82
74,efpss-outp-init-cuts1m1000f,../inputs/case2736sp.graphml,2736,3265,645,7,4757,6278,4,682.0,682,0.0,Optimal,1,311854,8,2903,0
75,efpss-inp-outp-init,../inputs/case1951rte.graphml,1951,2375,651,13,4131,8086,4,393.0,393,0.0,Optimal,1,102453,9,3077,2
76,efpss-inp-outp,../inputs/case2869pegase.graphml,2869,3968,869,10,5661,5350,3,612.0,612,0.0,Optimal,1,215184,11,5509,28
77,efpss-outp-init-cuts1m1000f,../inputs/case118.graphml,118,179,11,9,158,198,4,29.0,29,0.0,Optimal,1,2097,2,46,0
78,efpss-outp-init-cuts1m100f,../inputs/case6495rte.graphml,6495,8084,2344,11,14200,23072,2,1314.0,1314,0.0,Optimal,1,1181791,11,15915,14
79,efpss-outp-init,../inputs/case9241pegase.graphml,9241,14207,2902,22,18177,23236,2,2010.0,2010,0.0,Optimal,1,1503414,14,22343,11
80,efpss-outp-init-cuts1m1000f,../inputs/case_iceland118.graphml,189,203,110,7,487,742,1,39.0,39,0.0,Optimal,1,7701,3,94,0
81,efpss-outp-init-cuts5m100f,../inputs/case300.graphml,300,409,66,6,577,682,2,74.0,74,0.0,Optimal,1,10901,4,218,0
82,efpss-outp-init-cuts5m100f,../inputs/case30.graphml,30,41,7,6,58,72,3,6.0,6,0.0,Optimal,1,1132,2,23,0
83,efpss-inp-outp-init,../inputs/case6468rte.graphml,6468,8065,2384,3,20197,28420,1,1544.0,1544,0.0,Optimal,1796,32487755,25,43763,19
84,efpss-outp-init-cuts1m1000f,../inputs/case1888rte.graphml,1888,2308,681,7,4580,6680,1,377.0,377,0.0,Optimal,1,285207,10,2988,0
85,efpss-outp-init,../inputs/case2746wop.graphml,2746,3300,709,1,10908,8688,1,1187.0,1187,0.0,Optimal,1,300589,13,9894,2
86,efpss-outp-init-cuts5m100f,../inputs/case3375wp.graphml,3374,4068,889,2,10227,9614,4,947.0,948,0.0010548523206751054,Timeout,578721,900123116,26,22417,12
87,efpss-outp-init-cuts5m100f,../inputs/case2746wop.graphml,2746,3300,709,6,5071,6459,4,678.0,678,0.0,Optimal,1,476043,11,4047,0
88,efpss-inp-outp-init,../inputs/case2746wp.graphml,2746,3274,704,5,5339,7859,2,687.0,687,0.0,Optimal,1,444618,11,4437,0
89,efpss-outp-init-cuts5m1000f,../inputs/case89pegase.graphml,89,206,43,4,493,381,2,15.0,15,0.0,Optimal,1,15404,5,159,0
90,efpss-inp-outp,../inputs/case3375wp.graphml,3374,4068,889,1,13497,8770,2,1454.0,1454,0.0,Optimal,1618,3494056,36,41751,153
91,efpss-inp-outp,../inputs/case9241pegase.graphml,9241,14207,2902,0,45305,26212,2,6600.0,6600,0.0,Optimal,1515,5777011,35,138126,731
92,efpss-outp-init-cuts1m100f,../inputs/case89pegase.graphml,89,206,43,0,621,440,4,47.0,47,0.0,Optimal,1,3006,2,51,0
93,efpss-outp,../inputs/case6468rte.graphml,6468,8065,2384,6,16476,9158,0,1313.0,1313,0.0,Optimal,1944,5880127,31,43874,149
94,efpss-outp-init-cuts1m1000f,../inputs/case3012wp.graphml,3012,3566,726,0,12224,9825,4,2293.0,2293,0.0,Optimal,1,199349,5,3630,9
95,efpss-outp-init-cuts5m1000f,../inputs/case_iceland118.graphml,189,203,110,0,869,928,2,96.0,96,0.0,Optimal,1,9132,6,403,9
96,efpss-outp-init-cuts5m1000f,../inputs/case6470rte.graphml,6470,8066,2352,14,13866,22889,2,1303.0,1303,0.0,Optimal,1,579472,12,15629,12
97,efpss-outp,../inputs/case57.graphml,57,78,15,1,252,128,0,22.0,22,0.0,Optimal,1,3425,5,128,1
98,efpss-outp-init-cuts1m100f,../inputs/case1888rte.graphml,1888,2308,681,10,4166,6632,4,375.0,375,0.0,Optimal,1,88127,6,1623,0
99,efpss-outp-init,../inputs/case2868rte.graphml,2868,3471,983,1,11955,12248,2,1330.0,1330,0.0,Optimal,1,285615,8,7180,1
100,efpss-outp-init-cuts5m1000f,../inputs/case3120sp.graphml,3120,3684,798,8,5445,7215,4,768.0,768,0.0,Optimal,1,378771,11,4503,4
101,efpss-inp-outp,../inputs/case_ieee30.graphml,30,41,7,2,104,66,2,8.0,8,0.0,Optimal,1,1783,4,37,0
102,efpss-outp-init-cuts5m1000f,../inputs/case_illinois200.graphml,200,245,44,9,405,624,3,39.0,39,0.0,Optimal,1,6819,2,114,0
103,efpss-outp-init-cuts5m100f,../inputs/case89pegase.graphml,89,206,43,9,386,365,1,13.0,13,0.0,Optimal,1,8456,4,99,0
104,efpss-outp,../inputs/case2736sp.graphml,2736,3265,645,9,4640,3381,2,682.0,682,0.0,Optimal,1,109504,6,2874,27
105,efpss-outp-init-cuts5m1000f,../inputs/case118.graphml,118,179,11,7,175,200,4,29.0,29,0.0,Optimal,1,3773,4,62,0
106,efpss-outp-init-cuts1m100f,../inputs/case2868rte.graphml,2868,3471,983,1,11955,12248,4,1330.0,1330,0.0,Optimal,1,311607,8,7349,1
107,efpss-outp-init-cuts5m1000f,../inputs/case2869pegase.graphml,2869,3968,869,8,6069,8074,3,613.0,613,0.0,Optimal,1,374281,10,3955,3
108,efpss-inp,../inputs/case_GB2224.graphml,2224,2804,1367,12,6309,4248,1,322.0,322,0.0,Optimal,1574,2602236,45,37129,1877
109,efpss-outp-init,../inputs/case1951rte.graphml,1951,2375,651,7,4691,6834,0,401.0,401,0.0,Optimal,1,208224,9,3615,3
110,efpss-outp-init-cuts1m100f,../inputs/case89pegase.graphml,89,206,43,8,422,369,1,13.0,13,0.0,Optimal,1,8184,2,58,0
111,efpss-outp-init-cuts1m100f,../inputs/case2746wp.graphml,2746,3274,704,7,4866,6366,1,684.0,684,0.0,Optimal,1,172261,9,2926,0
112,efpss-inp-outp,../inputs/case_GBreduced29.graphml,29,50,0,6,29,29,4,7.0,7,0.0,Optimal,1,645,2,12,0
113,efpss-outp-init-cuts5m1000f,../inputs/case24_ieee_rts.graphml,24,34,4,2,86,55,2,7.0,7,0.0,Optimal,1,5175,4,28,0
114,efpss-inp-outp-init,../inputs/case6468rte.graphml,6468,8065,2384,5,17508,27811,0,1344.0,1344,0.0,Optimal,1637,8718677,20,28630,13
115,efpss-inp-outp-init,../inputs/case9241pegase.graphml,9241,14207,2902,8,21161,28319,4,2011.0,2011,0.0,Optimal,2181,10118357,14,23490,7
116,efpss-inp-outp,../inputs/case9241pegase.graphml,9241,14207,2902,7,22185,17398,4,2014.0,2014,0.0,Optimal,1761,9178735,28,53541,215
117,efpss-outp-init-cuts1m100f,../inputs/case2746wop.graphml,2746,3300,709,9,4787,6421,4,677.0,677,0.0,Optimal,1,145584,8,2725,0
118,efpss-inp,../inputs/case_Texas.graphml,2000,2667,376,15,3705,3051,2,411.0,411,0.0,Optimal,2387,5094625,42,21381,894
119,efpss-inp,../inputs/case2746wop.graphml,2746,3300,709,4,5912,4373,4,683.0,683,0.0,Optimal,1863,3125006,46,38347,1128
120,efpss-outp-init-cuts1m1000f,../inputs/case_ieee30.graphml,30,41,7,7,55,81,3,6.0,6,0.0,Optimal,1,1281,2,30,0
121,efpss-inp,../inputs/case14.graphml,14,20,2,4,24,20,4,3.0,3,0.0,Optimal,1,643,2,10,0
122,efpss-inp-outp-init,../inputs/case2868rte.graphml,2868,3471,983,5,7788,12701,0,620.0,620,0.0,Optimal,618,1517331,9,5227,0
123,efpss-outp-init-cuts5m100f,../inputs/case1354pegase.graphml,1354,1710,422,9,2677,3794,3,311.0,311,0.0,Optimal,1,48184,5,899,0
124,efpss-outp-init,../inputs/case39.graphml,39,46,10,1,154,119,3,16.0,16,0.0,Optimal,1,1467,2,26,0
125,efpss-inp,../inputs/case_iceland118.graphml,189,203,110,5,531,355,2,40.0,40,0.0,Optimal,105,41207,20,1412,116
126,efpss-inp,../inputs/case2737sop.graphml,2737,3266,655,3,6519,4489,3,705.0,705,0.0,Optimal,1703,7103208,56,50124,1394
127,efpss-inp-outp,../inputs/case3375wp.graphml,3374,4068,889,4,7548,6316,4,829.0,829,0.0,Optimal,1858,6545276,30,25535,88
128,efpss-outp-init,../inputs/case89pegase.graphml,89,206,43,14,239,353,4,13.0,13,0.0,Optimal,1,3761,2,63,0
129,efpss-outp-init-cuts5m1000f,../inputs/case5.graphml,5,6,0,3,5,5,2,2.0,2,0.0,Optimal,1,431,1,1,0
130,efpss-outp-init-cuts5m100f,../inputs/case3120sp.graphml,3120,3684,798,5,6030,7306,1,770.0,770,0.0,Optimal,4390,5668184,17,9594,7
131,efpss-inp-outp,../inputs/case2737sop.graphml,2737,3266,655,2,7860,5591,4,779.0,779,0.0,Optimal,2913,14155217,44,31504,108
132,efpss-outp-init-cuts1m100f,../inputs/case6ww.graphml,6,11,1,5,9,10,0,1.0,1,0.0,Optimal,0,3388,1,5,0
133,efpss-inp,../inputs/case1354pegase.graphml,1354,1710,422,9,2677,2146,2,311.0,311,0.0,Optimal,1,149529,13,4954,335
134,efpss-outp-init-cuts5m100f,../inputs/case3120sp.graphml,3120,3684,798,9,5382,7208,4,768.0,768,0.0,Optimal,1,227238,13,6332,9
135,efpss-outp-init-cuts1m1000f,../inputs/case_iceland118.graphml,189,203,110,5,531,749,4,40.0,40,0.0,Optimal,1,23778,4,152,0
136,efpss-inp-outp,../inputs/case2869pegase.graphml,2869,3968,869,0,13333,8198,1,2063.0,2063,0.0,Optimal,77,369114,22,21212,177
137,efpss-outp-init-cuts5m100f,../inputs/case89pegase.graphml,89,206,43,7,430,370,2,13.0,13,0.0,Optimal,1,12647,5,137,0
138,efpss-outp-init-cuts1m100f,../inputs/case_illinois200.graphml,200,245,44,5,464,633,3,45.0,45,0.0,Optimal,1,19471,4,164,0
139,efpss-inp-outp-init,../inputs/case11_iwamoto.graphml,11,11,6,1,44,54,4,4.0,4,0.0,Optimal,1,3209,1,6,0
140,efpss-outp-init-cuts1m100f,../inputs/case_Texas.graphml,2000,2667,376,5,4369,6853,4,462.0,462,0.0,Optimal,1974,9527709,16,6483,7
141,efpss-outp-init-cuts5m100f,../inputs/case6470rte.graphml,6470,8066,2352,11,14149,22912,0,1303.0,1303,0.0,Optimal,1,978574,12,15582,10
142,efpss-outp-init-cuts5m100f,../inputs/case3120sp.graphml,3120,3684,798,9,5382,7208,2,768.0,768,0.0,Optimal,1,414679,14,6745,8
143,efpss-inp-outp,../inputs/case_illinois200.graphml,200,245,44,8,405,377,4,39.0,39,0.0,Optimal,1,4319,2,121,0
144,efpss-outp-init-cuts1m100f,../inputs/case6468rte.graphml,6468,8065,2384,14,13916,22955,2,1291.0,1291,0.0,Optimal,1,363022,10,13463,5
145,efpss-outp-init-cuts5m100f,../inputs/case3012wp.graphml,3012,3566,726,7,5210,6827,0,755.0,755,0.0,Optimal,1,317039,11,5321,3
146,efpss-outp,../inputs/case9241pegase.graphml,9241,14207,2902,13,18961,12232,3,2010.0,2010,0.0,Optimal,2355,7408696,22,34181,156
147,efpss-inp-outp,../inputs/case2868rte.graphml,2868,3471,983,7,6942,5943,2,600.0,600,0.0,Optimal,1,523149,13,7807,33
148,efpss-outp-init-cuts1m1000f,../inputs/case_south_carolina500.graphml,500,584,211,14,1337,2468,3,75.0,75,0.0,Optimal,1,20192,4,432,0
149,efpss-inp,../inputs/case4gs.graphml,4,4,0,2,4,4,2,2.0,2,0.0,Optimal,1,316,1,0,0
150,efpss-inp-outp,../inputs/case89pegase.graphml,89,206,43,0,621,293,4,47.0,47,0.0,Optimal,1,2902,4,166,3
151,efpss-inp-outp,../inputs/case6495rte.graphml,6495,8084,2344,12,14008,13249,4,1314.0,1314,0.0,Optimal,1,526776,15,19337,55
152,efpss-outp,../inputs/case14.graphml,14,20,2,1,58,29,4,6.0,6,0.0,Optimal,1,709,2,10,0
153,efpss-outp-init-cuts1m1000f,../inputs/case39.graphml,39,46,10,4,76,90,0,9.0,9,0.0,Optimal,1,3231,3,31,0
154,efpss-outp-init-cuts1m100f,../inputs/case3012wp.graphml,3012,3566,726,5,5665,6899,0,758.0,758,0.0,Optimal,1258,1814132,13,6199,5
155,efpss-inp,../inputs/case1951rte.graphml,1951,2375,651,8,4483,3301,1,397.0,397,0.0,Optimal,2295,1168311,48,21079,866
156,efpss-outp-init-cuts5m100f,../inputs/case118.graphml,118,179,11,1,509,309,4,56.0,56,0.0,Optimal,1,6783,3,109,0
157,efpss-inp,../inputs/case_south_carolina500.graphml,500,584,211,3,1804,1081,0,98.0,98,0.0,Optimal,1538,1160818,65,17841,981
158,efpss-inp,../inputs/case2746wop.graphml,2746,3300,709,0,11387,6923,3,2041.0,2041,0.0,Optimal,3610,2004965,50,67717,2755
159,efpss-inp-outp,../inputs/case24_ieee_rts.graphml,24,34,4,3,59,43,4,6.0,6,0.0,Optimal,1,1228,3,17,0
160,efpss-outp-init-cuts1m100f,../inputs/case3375wp.graphml,3374,4068,889,11,6025,8539,3,816.0,816,0.0,Optimal,1,269147,10,5749,9
161,efpss-inp-outp,../inputs/case2746wop.graphml,2746,3300,709,8,4832,4891,4,677.0,677,0.0,Optimal,1,214620,15,6532,36
162,efpss-outp-init-cuts1m1000f,../inputs/case3375wp.graphml,3374,4068,889,7,6286,8569,4,816.0,816,0.0,Optimal,54,908270,11,6342,8
163,efpss-inp-outp,../inputs/case118.graphml,118,179,11,9,158,162,1,29.0,29,0.0,Optimal,1,2514,3,68,1
164,efpss-outp-init-cuts5m100f,../inputs/case_ieee30.graphml,30,41,7,0,137,111,0,23.0,23,0.0,Optimal,1,2612,2,37,0
165,efpss-inp-outp-init,../inputs/case2737sop.graphml,2737,3266,655,0,11185,10396,0,2087.0,2087,0.0,Optimal,1,171154,3,3365,4
166,efpss-outp-init,../inputs/case1888rte.graphml,1888,2308,681,8,4412,6659,1,375.0,375,0.0,Optimal,1,179222,9,2746,0
167,efpss-outp-init-cuts1m100f,../inputs/case_illinois200.graphml,200,245,44,9,405,624,1,39.0,39,0.0,Optimal,1,7173,2,112,0
168,efpss-outp-init-cuts1m1000f,../inputs/case145.graphml,145,422,71,5,1073,1207,0,20.0,20,0.0,Optimal,8161,840886,14,1172,14
169,efpss-outp-init-cuts5m100f,../inputs/case6ww.graphml,6,11,1,1,31,16,3,3.0,3,0.0,Optimal,1,598,1,2,0
170,efpss-outp-init-cuts1m100f,../inputs/case2737sop.graphml,2737,3266,655,6,4924,6328,2,683.0,683,0.0,Optimal,1,299038,11,4684,1
171,efpss-outp-init-cuts1m1000f,../inputs/case1951rte.graphml,1951,2375,651,9,4312,6789,1,396.0,396,0.0,Optimal,1,104839,8,3082,3
172,efpss-outp-init-cuts1m1000f,../inputs/case89pegase.graphml,89,206,43,0,621,440,1,47.0,47,0.0,Optimal,1,3061,2,49,0
173,efpss-outp,../inputs/case30.graphml,30,41,7,1,130,64,2,13.0,13,0.0,Optimal,1,1557,3,53,1
174,efpss-outp-init-cuts5m100f,../inputs/case3012wp.graphml,3012,3566,726,1,11674,9275,0,1323.0,1323,0.0,Optimal,1,941885,6,4316,0
175,efpss-outp-init-cuts1m100f,../inputs/case6495rte.graphml,6495,8084,2344,8,15039,23159,1,1317.0,1317,0.0,Optimal,1,2285979,13,18212,10
176,efpss-outp-init-cuts5m1000f,../inputs/case2869pegase.graphml,2869,3968,869,13,5469,8015,2,612.0,612,0.0,Optimal,1,171408,8,3012,2
177,efpss-outp-init-cuts1m1000f,../inputs/case57.graphml,57,78,15,5,109,116,2,12.0,12,0.0,Optimal,1,2295,3,32,0
178,efpss-inp,../inputs/case145.graphml,145,422,71,10,805,283,0,18.0,18,0.0,Optimal,183,92280,19,1788,124
179,efpss-outp-init-cuts1m1000f,../inputs/case2746wp.graphml,2746,3274,704,2,7969,7185,1,775.0,775,0.0,Optimal,1832,6683196,20,11172,0
180,efpss-outp-init,../inputs/case1951rte.graphml,1951,2375,651,13,4131,6773,2,393.0,393,0.0,Optimal,1,78442,6,2364,1
181,efpss-outp-init-cuts5m1000f,../inputs/case2383wp.graphml,2383,2886,552,4,5199,5919,4,605.0,605,0.0,Optimal,2499,2643283,14,5454,0
182,efpss-inp-outp,../inputs/case1354pegase.graphml,1354,1710,422,9,2677,2568,2,311.0,311,0.0,Optimal,1,55817,5,1195,16
183,efpss-inp,../inputs/case_GB2224.graphml,2224,2804,1367,8,6660,4284,0,323.0,323,0.0,Optimal,1615,3660649,62,50979,2159
